4107 23 1 64 16 20 41 0 0 1 0 0 0 0 1 1 0 0 0 32120 20 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14703 25 1 63 0 20 40 0 0 1 0 0 0 0 1 0 0 0 0 32120 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4107 23 1 64 16 20 40 0 0 1 0 0 0 0 1 0 0 0 0 32120 20 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14703 25 1 63 0 20 64 0 0 1 0 0 0 0 1 1 0 0 0 32120 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4107 23 1 64 16 20 41 0 0 1 0 0 0 0 1 1 0 0 0 32120 20 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14703 25 1 63 0 20 64 0 0 1 0 0 0 0 1 1 0 0 0 32120 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14703 25 1 63 0 20 80 0 0 1 0 0 0 0 1 1 0 0 0 32120 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14703 25 1 63 0 20 75 0 0 1 0 0 0 0 1 1 0 0 0 32120 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14703 25 1 63 0 20 46 0 0 1 0 0 0 0 1 1 0 0 0 32120 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14703 25 1 63 0 20 537 0 0 1 0 0 0 0 1 1 0 0 0 32120 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14703 25 1 63 0 20 46 0 0 1 0 0 0 0 1 1 0 0 0 32120 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14703 25 1 63 0 20 40 0 0 1 0 0 0 0 1 0 0 0 0 32120 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14703 25 1 63 0 20 40 0 0 0 0 0 0 0 1 0 0 0 1 32120 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4107 23 1 64 16 20 40 0 0 1 0 0 0 0 1 0 0 0 0 32120 20 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4107 23 1 64 16 20 41 0 0 1 0 0 0 0 1 1 0 0 0 32120 20 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
